Active component type,Active component type formation energy,Active component type density,Active component content (wt percent),Promoter type,Promoter type formation energy,Promoter type density,Promoter content (wt percent),Support a type,Support a type formation energy,Support a type density,Support a content (wt percent),Support b type,Support b type formation energy,Support b type density,Preparation method,Preparation Scalability,Preparation cost,Calcination Temperature (C),Calcination time (h),Reduction Temperature (C),Reduction Pressure (bar),Reduction time (h),Reduced hydrogen content (vol percent),Temperature (C),Pressure (bar),Weight hourly space velocity [mgcat/(min·ml)],Content of inert components in raw materials (vol percent),h2/co2 ratio (mol/mol),co2 conversion ratio (percent),ch4 selectivity (percent),ch4 yield (percent),Reference
NiO,-1.218,6.76,30,Y2O3,-3.905,5.03,30,CeO2,-3.755,6.99,40,None,0,0,CP,4,3,450,4,450,1,2,60,400,1,2,25,4,75.238,98.677,74.243,[5]
NiO,-1.218,6.76,30,None,0,0,0,Y2O3,-3.905,5.03,70,None,0,0,CP,4,3,450,4,450,1,2,60,200,1,2,25,4,1.645,94.252,1.55,[5]
NiO,-1.218,6.76,30,None,0,0,0,Y2O3,-3.905,5.03,70,None,0,0,CP,4,3,450,4,450,1,2,60,250,1,2,25,4,12.9,96.71,12.476,[5]
NiO,-1.218,6.76,30,None,0,0,0,Y2O3,-3.905,5.03,70,None,0,0,CP,4,3,450,4,450,1,2,60,300,1,2,25,4,51,98.267,50.116,[5]
NiO,-1.218,6.76,30,None,0,0,0,Y2O3,-3.905,5.03,70,None,0,0,CP,4,3,450,4,450,1,2,60,350,1,2,25,4,59.654,99.004,59.06,[5]
NiO,-1.218,6.76,30,None,0,0,0,Y2O3,-3.905,5.03,70,None,0,0,CP,4,3,450,4,450,1,2,60,400,1,2,25,4,63.117,96.956,61.196,[5]
Ni-SiO2,-2.080852,3.2926,10,None,0,0,0,SiO2,-3.04,2.63,90,None,0,0,SGP,4,3,450,5,450,1.6,2,100,250,20,3,0.8,4.167,23.602,99.52,23.489,[6]
Ni-SiO2,-2.080852,3.2926,10,None,0,0,0,SiO2,-3.04,2.63,90,None,0,0,SGP,4,3,450,5,450,1.6,2,100,270,20,3,0.8,4.167,45.859,99.673,45.709,[6]
Ni-SiO2,-2.080852,3.2926,10,None,0,0,0,SiO2,-3.04,2.63,90,None,0,0,SGP,4,3,450,5,450,1.6,2,100,290,20,3,0.8,4.167,74.327,99.696,74.101,[6]
Ni-SiO2,-2.080852,3.2926,10,None,0,0,0,SiO2,-3.04,2.63,90,None,0,0,SGP,4,3,450,5,450,1.6,2,100,310,20,3,0.8,4.167,89.337,99.766,89.128,[6]
Ni-SiO2,-2.080852,3.2926,10,None,0,0,0,SiO2,-3.04,2.63,90,None,0,0,SGP,4,3,450,5,450,1.6,2,100,330,20,3,0.8,4.167,93.478,99.757,93.251,[6]
Ni-SiO2,-2.080852,3.2926,10,None,0,0,0,SiO2,-3.04,2.63,90,None,0,0,SGP,4,3,450,5,450,1.6,2,100,350,20,3,0.8,4.167,94.772,99.787,94.57,[6]
Ni-SiO2,-2.080852,3.2926,10,None,0,0,0,SiO2,-3.04,2.63,90,None,0,0,SGP,4,3,450,5,450,1.6,2,100,370,20,3,0.8,4.167,95.807,99.973,95.781,[6]
Ni-SiO2,-2.080852,3.2926,10,None,0,0,0,SiO2,-3.04,2.63,90,None,0,0,SGP,4,3,450,5,450,1.6,2,100,390,20,3,0.8,4.167,96.583,99.972,96.556,[6]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,WI,5,1,400,6,500,1,1,100,200,1,2.4,50,4,0.224,99.987,0.224,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,WI,5,1,400,6,500,1,1,100,250,1,2.4,50,4,1.121,99.841,1.119,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,WI,5,1,400,6,500,1,1,100,300,1,2.4,50,4,9.417,99.869,9.405,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,WI,5,1,400,6,500,1,1,100,350,1,2.4,50,4,39.462,99.852,39.404,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,WI,5,1,400,6,500,1,1,100,400,1,2.4,50,4,47.309,99.976,47.298,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,WI,5,1,400,6,500,1,1,100,450,1,2.4,50,4,48.655,98.697,48.021,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,WI,5,1,400,6,500,1,1,100,500,1,2.4,50,4,48.655,93.463,45.474,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,88,Sm2O3,-3.753,7.08,WI,5,1,400,6,500,1,1,100,200,1,2.4,50,4,0.224,99.833,0.224,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,88,Sm2O3,-3.753,7.08,WI,5,1,400,6,500,1,1,100,250,1,2.4,50,4,2.242,99.801,2.238,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,88,Sm2O3,-3.753,7.08,WI,5,1,400,6,500,1,1,100,300,1,2.4,50,4,18.61,99.993,18.609,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,88,Sm2O3,-3.753,7.08,WI,5,1,400,6,500,1,1,100,350,1,2.4,50,4,45.067,99.952,45.045,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,88,Sm2O3,-3.753,7.08,WI,5,1,400,6,500,1,1,100,400,1,2.4,50,4,52.466,99.938,52.433,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,88,Sm2O3,-3.753,7.08,WI,5,1,400,6,500,1,1,100,450,1,2.4,50,4,52.69,99.312,52.327,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,88,Sm2O3,-3.753,7.08,WI,5,1,400,6,500,1,1,100,500,1,2.4,50,4,50.224,94.016,47.219,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,87,Pr2O3,-3.603,6.9,WI,5,1,400,6,500,1,1,100,200,1,2.4,50,4,0.224,99.895,0.224,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,87,Pr2O3,-3.603,6.9,WI,5,1,400,6,500,1,1,100,250,1,2.4,50,4,0.672,99.889,0.671,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,87,Pr2O3,-3.603,6.9,WI,5,1,400,6,500,1,1,100,300,1,2.4,50,4,24.215,99.879,24.186,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,87,Pr2O3,-3.603,6.9,WI,5,1,400,6,500,1,1,100,350,1,2.4,50,4,54.484,99.897,54.428,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,87,Pr2O3,-3.603,6.9,WI,5,1,400,6,500,1,1,100,400,1,2.4,50,4,58.52,99.859,58.437,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,87,Pr2O3,-3.603,6.9,WI,5,1,400,6,500,1,1,100,450,1,2.4,50,4,56.951,99.902,56.895,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,87,Pr2O3,-3.603,6.9,WI,5,1,400,6,500,1,1,100,500,1,2.4,50,4,52.466,97.352,51.077,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,86,MgO,-2.995,3.63,WI,5,1,400,6,500,1,1,100,200,1,2.4,50,4,0.224,99.815,0.224,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,86,MgO,-2.995,3.63,WI,5,1,400,6,500,1,1,100,250,1,2.4,50,4,0.448,99.854,0.447,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,86,MgO,-2.995,3.63,WI,5,1,400,6,500,1,1,100,300,1,2.4,50,4,15.247,99.899,15.232,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,86,MgO,-2.995,3.63,WI,5,1,400,6,500,1,1,100,350,1,2.4,50,4,43.273,99.868,43.216,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,86,MgO,-2.995,3.63,WI,5,1,400,6,500,1,1,100,400,1,2.4,50,4,51.793,99.877,51.729,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,86,MgO,-2.995,3.63,WI,5,1,400,6,500,1,1,100,450,1,2.4,50,4,51.793,99.881,51.731,[7]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,86,MgO,-2.995,3.63,WI,5,1,400,6,500,1,1,100,500,1,2.4,50,4,49.551,94.899,47.023,[7]
Ni,0.046,9.22,5,None,0,0,0,CeO2,-3.755,6.99,95,None,0,0,WI,5,1,500,4,500,1,1,100,200,1,1.667,0,4,2.295,93.134,2.137,[8]
Ni,0.046,9.22,5,None,0,0,0,CeO2,-3.755,6.99,95,None,0,0,WI,5,1,500,4,500,1,1,100,212,1,1.667,0,4,4.59,93.319,4.283,[8]
Ni,0.046,9.22,5,None,0,0,0,CeO2,-3.755,6.99,95,None,0,0,WI,5,1,500,4,500,1,1,100,225,1,1.667,0,4,8.197,93.324,7.65,[8]
Ni,0.046,9.22,5,None,0,0,0,CeO2,-3.755,6.99,95,None,0,0,WI,5,1,500,4,500,1,1,100,238,1,1.667,0,4,15.082,93.237,14.062,[8]
Ni,0.046,9.22,5,None,0,0,0,CeO2,-3.755,6.99,95,None,0,0,WI,5,1,500,4,500,1,1,100,250,1,1.667,0,4,35.41,92.977,32.923,[8]
Ni,0.046,9.22,5,None,0,0,0,CeO2,-3.755,6.99,95,None,0,0,WI,5,1,500,4,500,1,1,100,275,1,1.667,0,4,66.885,92.044,61.564,[8]
Ni,0.046,9.22,5,None,0,0,0,CeO2,-3.755,6.99,95,None,0,0,WI,5,1,500,4,500,1,1,100,300,1,1.667,0,4,70.82,91.826,65.031,[8]
Ni,0.046,9.22,5,None,0,0,0,TiO2,-3.316,3.86,95,None,0,0,WI,5,1,500,4,500,1,1,100,200,1,1.667,0,4,1.01,93.839,0.948,[8]
Ni,0.046,9.22,5,None,0,0,0,TiO2,-3.316,3.86,95,None,0,0,WI,5,1,500,4,500,1,1,100,250,1,1.667,0,4,3.367,93.802,3.158,[8]
Ni,0.046,9.22,5,None,0,0,0,TiO2,-3.316,3.86,95,None,0,0,WI,5,1,500,4,500,1,1,100,275,1,1.667,0,4,7.07,93.82,6.633,[8]
Ni,0.046,9.22,5,None,0,0,0,TiO2,-3.316,3.86,95,None,0,0,WI,5,1,500,4,500,1,1,100,300,1,1.667,0,4,14.815,92.884,13.761,[8]
Ni,0.046,9.22,5,None,0,0,0,TiO2,-3.316,3.86,95,None,0,0,WI,5,1,500,4,500,1,1,100,350,1,1.667,0,4,44.444,90.895,40.397,[8]
Ni,0.046,9.22,5,None,0,0,0,TiO2,-3.316,3.86,95,None,0,0,WI,5,1,500,4,500,1,1,100,400,1,1.667,0,4,57.912,87.882,50.894,[8]
Ni,0.046,9.22,5,None,0,0,0,ZrO2,-3.755,6.04,95,None,0,0,WI,5,1,500,4,500,1,1,100,200,1,1.667,0,4,1.195,92.37,1.104,[8]
Ni,0.046,9.22,5,None,0,0,0,ZrO2,-3.755,6.04,95,None,0,0,WI,5,1,500,4,500,1,1,100,250,1,1.667,0,4,2.39,93.658,2.238,[8]
Ni,0.046,9.22,5,None,0,0,0,ZrO2,-3.755,6.04,95,None,0,0,WI,5,1,500,4,500,1,1,100,275,1,1.667,0,4,3.984,93.696,3.733,[8]
Ni,0.046,9.22,5,None,0,0,0,ZrO2,-3.755,6.04,95,None,0,0,WI,5,1,500,4,500,1,1,100,300,1,1.667,0,4,7.171,91.329,6.549,[8]
Ni,0.046,9.22,5,None,0,0,0,ZrO2,-3.755,6.04,95,None,0,0,WI,5,1,500,4,500,1,1,100,350,1,1.667,0,4,14.741,89.595,13.207,[8]
Ni,0.046,9.22,5,None,0,0,0,ZrO2,-3.755,6.04,95,None,0,0,WI,5,1,500,4,500,1,1,100,400,1,1.667,0,4,23.108,88.076,20.353,[8]
Ni,0.046,9.22,10,None,0,0,0,SBA-15,-3.02,1.97,90,None,0,0,WI,5,1,500,6,800,1,1,100,200,1,2,0,4,0.317,100,0.317,[9]
Ni,0.046,9.22,10,None,0,0,0,SBA-15,-3.02,1.97,90,None,0,0,WI,5,1,500,6,800,1,1,100,225,1,2,0,4,0.635,99.657,0.633,[9]
Ni,0.046,9.22,10,None,0,0,0,SBA-15,-3.02,1.97,90,None,0,0,WI,5,1,500,6,800,1,1,100,250,1,2,0,4,1.905,91.76,1.748,[9]
Ni,0.046,9.22,10,None,0,0,0,SBA-15,-3.02,1.97,90,None,0,0,WI,5,1,500,6,800,1,1,100,275,1,2,0,4,5.079,91.073,4.626,[9]
Ni,0.046,9.22,10,None,0,0,0,SBA-15,-3.02,1.97,90,None,0,0,WI,5,1,500,6,800,1,1,100,300,1,2,0,4,12.063,88.841,10.717,[9]
Ni,0.046,9.22,10,None,0,0,0,SBA-15,-3.02,1.97,90,None,0,0,WI,5,1,500,6,800,1,1,100,325,1,2,0,4,22.54,87.401,19.7,[9]
Ni,0.046,9.22,10,None,0,0,0,SBA-15,-3.02,1.97,90,None,0,0,WI,5,1,500,6,800,1,1,100,350,1,2,0,4,36.19,86.438,31.282,[9]
Ni,0.046,9.22,10,None,0,0,0,SBA-15,-3.02,1.97,90,None,0,0,WI,5,1,500,6,800,1,1,100,400,1,2,0,4,55.238,88.155,48.695,[9]
Ni,0.046,9.22,10,None,0,0,0,SBA-15,-3.02,1.97,90,None,0,0,AE,3,2,500,6,800,1,1,100,200,1,2,0,4,0.635,100,0.635,[9]
Ni,0.046,9.22,10,None,0,0,0,SBA-15,-3.02,1.97,90,None,0,0,AE,3,2,500,6,800,1,1,100,225,1,2,0,4,3.175,99.828,3.169,[9]
Ni,0.046,9.22,10,None,0,0,0,SBA-15,-3.02,1.97,90,None,0,0,AE,3,2,500,6,800,1,1,100,250,1,2,0,4,8.254,98.627,8.141,[9]
Ni,0.046,9.22,10,None,0,0,0,SBA-15,-3.02,1.97,90,None,0,0,AE,3,2,500,6,800,1,1,100,275,1,2,0,4,18.73,96.738,18.119,[9]
Ni,0.046,9.22,10,None,0,0,0,SBA-15,-3.02,1.97,90,None,0,0,AE,3,2,500,6,800,1,1,100,300,1,2,0,4,38.413,95.88,36.83,[9]
Ni,0.046,9.22,10,None,0,0,0,SBA-15,-3.02,1.97,90,None,0,0,AE,3,2,500,6,800,1,1,100,325,1,2,0,4,57.778,96.567,55.794,[9]
Ni,0.046,9.22,10,None,0,0,0,SBA-15,-3.02,1.97,90,None,0,0,AE,3,2,500,6,800,1,1,100,350,1,2,0,4,69.206,97.768,67.661,[9]
Ni,0.046,9.22,10,None,0,0,0,SBA-15,-3.02,1.97,90,None,0,0,AE,3,2,500,6,800,1,1,100,400,1,2,0,4,73.651,97.94,72.134,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,3,SBA-15,-3.02,1.97,87,None,0,0,AE,3,2,500,6,800,1,1,100,200,1,2,0,4,1.27,100,1.27,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,3,SBA-15,-3.02,1.97,87,None,0,0,AE,3,2,500,6,800,1,1,100,225,1,2,0,4,5.079,99.657,5.062,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,3,SBA-15,-3.02,1.97,87,None,0,0,AE,3,2,500,6,800,1,1,100,250,1,2,0,4,11.429,98.321,11.237,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,3,SBA-15,-3.02,1.97,87,None,0,0,AE,3,2,500,6,800,1,1,100,275,1,2,0,4,23.492,97.253,22.847,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,3,SBA-15,-3.02,1.97,87,None,0,0,AE,3,2,500,6,800,1,1,100,300,1,2,0,4,40.952,96.223,39.405,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,3,SBA-15,-3.02,1.97,87,None,0,0,AE,3,2,500,6,800,1,1,100,325,1,2,0,4,56.19,96.395,54.164,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,3,SBA-15,-3.02,1.97,87,None,0,0,AE,3,2,500,6,800,1,1,100,350,1,2,0,4,66.032,97.253,64.218,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,3,SBA-15,-3.02,1.97,87,None,0,0,AE,3,2,500,6,800,1,1,100,400,1,2,0,4,71.746,97.082,69.652,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,5,SBA-15,-3.02,1.97,85,None,0,0,AE,3,2,500,6,800,1,1,100,200,1,2,0,4,2.54,100,2.54,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,5,SBA-15,-3.02,1.97,85,None,0,0,AE,3,2,500,6,800,1,1,100,225,1,2,0,4,6.984,100,6.984,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,5,SBA-15,-3.02,1.97,85,None,0,0,AE,3,2,500,6,800,1,1,100,250,1,2,0,4,17.143,99.142,16.996,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,5,SBA-15,-3.02,1.97,85,None,0,0,AE,3,2,500,6,800,1,1,100,275,1,2,0,4,33.016,97.425,32.166,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,5,SBA-15,-3.02,1.97,85,None,0,0,AE,3,2,500,6,800,1,1,100,300,1,2,0,4,51.746,97.082,50.236,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,5,SBA-15,-3.02,1.97,85,None,0,0,AE,3,2,500,6,800,1,1,100,325,1,2,0,4,64.762,97.768,63.317,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,5,SBA-15,-3.02,1.97,85,None,0,0,AE,3,2,500,6,800,1,1,100,350,1,2,0,4,73.016,97.94,71.512,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,5,SBA-15,-3.02,1.97,85,None,0,0,AE,3,2,500,6,800,1,1,100,400,1,2,0,4,74.921,97.524,73.066,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,7,SBA-15,-3.02,1.97,83,None,0,0,AE,3,2,500,6,800,1,1,100,200,1,2,0,4,0.635,100,0.635,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,7,SBA-15,-3.02,1.97,83,None,0,0,AE,3,2,500,6,800,1,1,100,225,1,2,0,4,4.127,100,4.127,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,7,SBA-15,-3.02,1.97,83,None,0,0,AE,3,2,500,6,800,1,1,100,250,1,2,0,4,8.254,95.708,7.9,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,7,SBA-15,-3.02,1.97,83,None,0,0,AE,3,2,500,6,800,1,1,100,275,1,2,0,4,16.508,92.79,15.318,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,7,SBA-15,-3.02,1.97,83,None,0,0,AE,3,2,500,6,800,1,1,100,300,1,2,0,4,32.381,92.618,29.991,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,7,SBA-15,-3.02,1.97,83,None,0,0,AE,3,2,500,6,800,1,1,100,325,1,2,0,4,50.794,94.163,47.829,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,7,SBA-15,-3.02,1.97,83,None,0,0,AE,3,2,500,6,800,1,1,100,350,1,2,0,4,63.175,93.476,59.053,[9]
Ni,0.046,9.22,10,Mg,0.04,1.81,7,SBA-15,-3.02,1.97,83,None,0,0,AE,3,2,500,6,800,1,1,100,400,1,2,0,4,73.016,94.335,68.88,[9]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,WI,5,1,450,4,500,10,2,100,330,1,6,0,4,22.939,21.233,4.871,[10]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,WI,5,1,450,4,500,10,2,100,350,1,6,0,4,30.466,44,13.405,[10]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,WI,5,1,450,4,500,10,2,100,370,1,6,0,4,42.652,60.259,25.702,[10]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,WI,5,1,450,4,500,10,2,100,390,1,6,0,4,58.781,84,49.376,[10]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,WI,5,1,450,4,500,10,2,100,410,1,6,0,4,65.591,85.2,55.884,[10]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,WI,5,1,450,4,500,10,2,100,430,1,6,0,4,68.1,86.667,59.02,[10]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,WI,5,1,450,4,500,10,2,100,450,1,6,0,4,70.251,84.667,59.479,[10]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,SGP,4,3,450,4,500,10,2,100,230,1,6,0,4,32.258,67.867,21.893,[10]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,SGP,4,3,450,4,500,10,2,100,240,1,6,0,4,58.065,73.514,42.686,[10]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,SGP,4,3,450,4,500,10,2,100,250,1,6,0,4,82.437,94.533,77.93,[10]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,SGP,4,3,450,4,500,10,2,100,270,1,6,0,4,83.871,93.467,78.392,[10]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,SGP,4,3,450,4,500,10,2,100,290,1,6,0,4,85.663,92.933,79.609,[10]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,SGP,4,3,450,4,500,10,2,100,310,1,6,0,4,87.814,89.733,78.798,[10]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,SGP,4,3,450,4,500,10,2,100,330,1,6,0,4,89.606,90,80.645,[10]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,SGP,4,3,450,4,500,10,2,100,350,1,6,0,4,89.606,87.467,78.376,[10]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,SGP,4,3,450,4,500,10,2,100,370,1,6,0,4,88.53,87.333,77.316,[10]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,SGP,4,3,450,4,500,10,2,100,390,1,6,0,4,87.455,86.4,75.561,[10]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,SGP,4,3,450,4,500,10,2,100,410,1,6,0,4,84.588,86.4,73.084,[10]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,SGP,4,3,450,4,500,10,2,100,430,1,6,0,4,82.437,87.2,71.885,[10]
Ni,0.046,9.22,20,None,0,0,0,CeO2,-3.755,6.99,80,None,0,0,SGP,4,3,450,4,500,10,2,100,450,1,6,0,4,79.57,86.667,68.961,[10]
Ni,0.046,9.22,20,None,0,0,0,MgO,-2.995,3.63,80,None,0,0,SGP,4,3,450,4,500,10,2,100,290,1,6,0,4,41.577,66,27.441,[10]
Ni,0.046,9.22,20,None,0,0,0,MgO,-2.995,3.63,80,None,0,0,SGP,4,3,450,4,500,10,2,100,310,1,6,0,4,60.215,77.428,46.623,[10]
Ni,0.046,9.22,20,None,0,0,0,MgO,-2.995,3.63,80,None,0,0,SGP,4,3,450,4,500,10,2,100,330,1,6,0,4,77.419,86.533,66.993,[10]
Ni,0.046,9.22,20,None,0,0,0,MgO,-2.995,3.63,80,None,0,0,SGP,4,3,450,4,500,10,2,100,350,1,6,0,4,82.437,86.033,70.923,[10]
Ni,0.046,9.22,20,None,0,0,0,MgO,-2.995,3.63,80,None,0,0,SGP,4,3,450,4,500,10,2,100,370,1,6,0,4,85.663,84.4,72.3,[10]
Ni,0.046,9.22,20,None,0,0,0,MgO,-2.995,3.63,80,None,0,0,SGP,4,3,450,4,500,10,2,100,390,1,6,0,4,83.154,89.733,74.617,[10]
Ni,0.046,9.22,20,None,0,0,0,MgO,-2.995,3.63,80,None,0,0,SGP,4,3,450,4,500,10,2,100,410,1,6,0,4,81.004,89.6,72.58,[10]
Ni,0.046,9.22,20,None,0,0,0,MgO,-2.995,3.63,80,None,0,0,SGP,4,3,450,4,500,10,2,100,430,1,6,0,4,81.72,84.267,68.863,[10]
Ni,0.046,9.22,20,None,0,0,0,MgO,-2.995,3.63,80,None,0,0,SGP,4,3,450,4,500,10,2,100,450,1,6,0,4,79.57,84.933,67.581,[10]
Ni,0.046,9.22,20,None,0,0,0,Al2O3,-3.352,3.87,80,None,0,0,SGP,4,3,450,4,500,10,2,100,310,1,6,0,4,34.767,70.667,24.569,[10]
Ni,0.046,9.22,20,None,0,0,0,Al2O3,-3.352,3.87,80,None,0,0,SGP,4,3,450,4,500,10,2,100,330,1,6,0,4,51.613,80.667,41.635,[10]
Ni,0.046,9.22,20,None,0,0,0,Al2O3,-3.352,3.87,80,None,0,0,SGP,4,3,450,4,500,10,2,100,350,1,6,0,4,65.233,87.333,56.97,[10]
Ni,0.046,9.22,20,None,0,0,0,Al2O3,-3.352,3.87,80,None,0,0,SGP,4,3,450,4,500,10,2,100,370,1,6,0,4,73.835,87.2,64.384,[10]
Ni,0.046,9.22,20,None,0,0,0,Al2O3,-3.352,3.87,80,None,0,0,SGP,4,3,450,4,500,10,2,100,390,1,6,0,4,78.136,89.571,69.987,[10]
Ni,0.046,9.22,20,None,0,0,0,Al2O3,-3.352,3.87,80,None,0,0,SGP,4,3,450,4,500,10,2,100,410,1,6,0,4,79.928,88.153,70.459,[10]
Ni,0.046,9.22,20,None,0,0,0,Al2O3,-3.352,3.87,80,None,0,0,SGP,4,3,450,4,500,10,2,100,430,1,6,0,4,79.928,87.067,69.591,[10]
Ni,0.046,9.22,20,None,0,0,0,Al2O3,-3.352,3.87,80,None,0,0,SGP,4,3,450,4,500,10,2,100,450,1,6,0,4,77.778,86.667,67.408,[10]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,80,None,0,0,SGP,4,3,450,4,500,10,2,100,250,1,6,0,4,26.165,67.467,17.653,[10]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,80,None,0,0,SGP,4,3,450,4,500,10,2,100,270,1,6,0,4,50.179,79.333,39.809,[10]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,80,None,0,0,SGP,4,3,450,4,500,10,2,100,290,1,6,0,4,73.835,88.133,65.073,[10]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,80,None,0,0,SGP,4,3,450,4,500,10,2,100,310,1,6,0,4,83.154,86.533,71.956,[10]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,80,None,0,0,SGP,4,3,450,4,500,10,2,100,330,1,6,0,4,86.022,88.667,76.273,[10]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,80,None,0,0,SGP,4,3,450,4,500,10,2,100,350,1,6,0,4,86.738,88.8,77.023,[10]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,80,None,0,0,SGP,4,3,450,4,500,10,2,100,370,1,6,0,4,87.097,86.667,75.484,[10]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,80,None,0,0,SGP,4,3,450,4,500,10,2,100,390,1,6,0,4,85.663,86.4,74.013,[10]
